distance_foursquare,name,popularity,rating_foursquare,latitude_foursquare,longitude_foursquare,category_foursquare,bike_latitude,bike_longitude,free_bikes,empty_slots,distance_yelp,rating_yelp,review_count,latitude_yelp,longitude_yelp,category_yelp
540.0,English Name,0.0402658478759376,,49.249951,-123.11507,Tea Room,49.245135,-123.116098,12,8,,,,,,
678.0,Extreme Pita,0.924352546413256,,49.243891,-123.125257,Restaurant,49.245135,-123.116098,12,8,,,,,,
,Good Thief,,,,,,49.245135,-123.116098,12,8,1573.0,4.3,18.0,49.25534,-123.10106,Vietnamese
,Hachibei Japanese Restaurant,,,,,,49.245135,-123.116098,12,8,1365.0,3.8,84.0,49.256899,-123.1215336,Japanese
,Hawkers Delight Deli,,,,,,49.245135,-123.116098,12,8,1134.0,3.9,370.0,49.248375,-123.101287,Delis
649.0,Hillcrest Lounge + Pub,0.3956365709251558,,49.244391,-123.107217,Sports Bar,49.245135,-123.116098,12,8,,,,,,
,Johnny’s On Oak,,,,,,49.245135,-123.116098,12,8,1071.0,4.3,21.0,49.25143,-123.12723,Italian
,Joon's Kitchen,,,,,,49.245135,-123.116098,12,8,1654.0,4.0,70.0,49.25814006151812,-123.1271603431787,Korean
,Kwong Chow Congee & Noodle House,,,,,,49.245135,-123.116098,12,8,1693.0,3.3,148.0,49.257,-123.10151,Noodles
515.0,Landmark Hotpot House,0.9836760076178632,7.6,49.249755,-123.115621,Diner,49.245135,-123.116098,12,8,528.0,3.9,127.0,49.2498660758194,-123.11556053834,Chinese
789.0,Libations Wine & Beer,0.8927150945107337,,49.248444,-123.125726,Winery,49.245135,-123.116098,12,8,,,,,,
540.0,LuvCravings,0.8738518144247088,6.0,49.249951,-123.11507,Dessert Shop,49.245135,-123.116098,12,8,,,,,,
761.0,Mandarin Hong Kong Cafe,0.987523805822224,,49.248583,-123.12517,Café,49.245135,-123.116098,12,8,,,,,,
,MeeT on Main,,,,,,49.245135,-123.116098,12,8,1122.0,4.1,510.0,49.2467145032391,-123.100830778711,Comfort Food
372.0,Mobile Viennoiserie,0.2573360799098294,,49.24221,-123.1136,Dining and Drinking,49.245135,-123.116098,12,8,,,,,,
802.0,Osaka Sushi,0.954707398914325,6.2,49.248485,-123.125892,Sushi Restaurant,49.245135,-123.116098,12,8,,,,,,
,Osteria Elio Volpe,,,,,,49.245135,-123.116098,12,8,1192.0,3.8,36.0,49.25585356808485,-123.11575714498758,Italian
,Passion8 Dessert Cafe,,,,,,49.245135,-123.116098,12,8,1481.0,4.1,219.0,49.258435242883,-123.11499774456,Desserts
,Pho Xe Lua 24,,,,,,49.245135,-123.116098,12,8,1145.0,3.8,119.0,49.2554137,-123.1149178,Vietnamese
,Potluck Hawker Eatery,,,,,,49.245135,-123.116098,12,8,1054.0,3.5,101.0,49.254602,-123.1149019,Indonesian
,Published On Main,,,,,,49.245135,-123.116098,12,8,1381.0,4.3,167.0,49.25283186017385,-123.10116032897228,Tapas/Small Plates
,Rocky Mountain Flatbread,,,,,,49.245135,-123.116098,12,8,1148.0,4.2,256.0,49.2478,-123.10074,Gluten-Free
,Sawasdee Thai Restaurant,,,,,,49.245135,-123.116098,12,8,1127.0,4.0,359.0,49.24703,-123.1008,Thai
,Seasons In the Park,,,,,,49.245135,-123.116098,12,8,464.0,4.0,575.0,49.2416705486198,-123.112535476685,Seafood
453.0,Seasons in the Park,0.9900371824270926,8.9,49.241967,-123.111957,Seafood Restaurant,49.245135,-123.116098,12,8,,,,,,
821.0,Second Cup Coffee Co,0.9664969489680904,6.1,49.245427,-123.127415,Café,49.245135,-123.116098,12,8,,,,,,
526.0,Simple Love Coffee Home,0.9869537616438,,49.240506,-123.117671,Coffee Shop,49.245135,-123.116098,12,8,,,,,,
997.0,Starbucks,0.9888193607731872,6.8,49.254096,-123.115018,Coffee Shop,49.245135,-123.116098,12,8,,,,,,
,Sula- Main Street,,,,,,49.245135,-123.116098,12,8,1155.0,4.4,169.0,49.24797017503239,-123.10079066069838,Indian
,Sun Sui Wah Seafood Restaurant,,,,,,49.245135,-123.116098,12,8,1255.0,3.6,616.0,49.25053,-123.1006,Seafood
,Sushi 7,,,,,,49.245135,-123.116098,12,8,1005.0,3.9,67.0,49.2541464081428,-123.115023834667,Sushi Bars
,Sushi Hil,,,,,,49.245135,-123.116098,12,8,1575.0,4.6,43.0,49.2554661,-123.1011451,Japanese
,Sushi Mania,,,,,,49.245135,-123.116098,12,8,1238.0,3.8,169.0,49.2505379542326,-123.101179728836,Japanese
,Suyo Modern Peruvian,,,,,,49.245135,-123.116098,12,8,1473.0,4.5,51.0,49.2540292,-123.1010659958052,Peruvian
,The Acorn,,,,,,49.245135,-123.116098,12,8,1183.0,3.9,500.0,49.24958,-123.10143,Vegan
,The Fish Counter,,,,,,49.245135,-123.116098,12,8,1245.0,4.4,384.0,49.250774041930285,-123.1012792,Fish & Chips
,The French Table Bistro,,,,,,49.245135,-123.116098,12,8,1235.0,3.5,131.0,49.2500105,-123.1008117,French
,The General Public,,,,,,49.245135,-123.116098,12,8,1595.0,3.4,185.0,49.2558434896122,-123.101475865737,Sushi Bars
,The Locus,,,,,,49.245135,-123.116098,12,8,1130.0,3.9,274.0,49.2485,-123.10147,Lounges
,The Shameful Tiki Room,,,,,,49.245135,-123.116098,12,8,1103.0,4.3,436.0,49.2459581832992,-123.100953526306,Tiki Bars
462.0,Tim Hortons,0.9946234469535026,6.0,49.249287,-123.115743,"Cafe, Coffee, and Tea House",49.245135,-123.116098,12,8,,,,,,
,Tonton Sushi,,,,,,49.245135,-123.116098,12,8,530.0,4.0,83.0,49.2497178,-123.115173,Japanese
,Toshi Sushi,,,,,,49.245135,-123.116098,12,8,1646.0,4.3,467.0,49.256699,-123.101936,Sushi Bars
,Trafiq Cafe & Bakery,,,,,,49.245135,-123.116098,12,8,1118.0,4.4,336.0,49.2474862,-123.1011218,Cafes
777.0,VFM Winter Market,0.514736937567207,,49.243155,-123.105815,Food Court,49.245135,-123.116098,12,8,,,,,,
,Van Tea Cafe,,,,,,49.245135,-123.116098,12,8,1714.0,3.7,63.0,49.233265,-123.1013951,Cafes
,Viet House,,,,,,49.245135,-123.116098,12,8,1057.0,3.8,78.0,49.2546156379752,-123.114992380142,Vietnamese
,Vij's Restaurant,,,,,,49.245135,-123.116098,12,8,1386.0,4.0,455.0,49.25754,-123.11479,Indian
,Xing Fu Tang Canada,,,,,,49.245135,-123.116098,12,8,1048.0,3.6,152.0,49.254554,-123.1149538,Bubble Tea
523.0,Yifang Taiwan Fruit Tea,0.7229714848355293,,49.249801,-123.115138,Bubble Tea Shop,49.245135,-123.116098,12,8,,,,,,
,Yugo Restaurant,,,,,,49.245135,-123.116098,12,8,1103.0,4.1,134.0,49.24753,-123.10152,Japanese
,Zakkushi Dining On Main,,,,,,49.245135,-123.116098,12,8,1145.0,3.8,248.0,49.249124,-123.101552,Japanese
604.0,7-inch Waffle House,0.8866518973402256,,49.25092,-123.12164,Fast Food Restaurant,49.245535,-123.120496,0,22,,,,,,
,Anh and Chi,,,,,,49.245535,-123.120496,0,22,1773.0,4.0,743.0,49.2550314422938,-123.100882202153,Vietnamese
,BBQ Chicken,,,,,,49.245535,-123.120496,0,22,1412.0,4.6,19.0,49.2448724,-123.1011006,Korean
316.0,BC Women's Cafeteria,0.9479964242683352,,49.244154,-123.124306,Cafeteria,49.245535,-123.120496,0,22,,,,,,
476.0,Bean Around the World,0.1326648269786363,,49.245833,-123.127044,Café,49.245535,-123.120496,0,22,,,,,,
,Bin 4 Burger Lounge,,,,,,49.245535,-123.120496,0,22,1992.0,3.7,129.0,49.25902,-123.13833,Burgers
969.0,Blue Parrot Coffee,0.9452368922227836,,49.243979,-123.107344,Coffee Shop,49.245535,-123.120496,0,22,,,,,,
,Bonjour Banh Mi,,,,,,49.245535,-123.120496,0,22,1234.0,4.7,34.0,49.2348674,-123.1158155,Vietnamese
,Breakfast Table,,,,,,49.245535,-123.120496,0,22,1952.0,4.3,281.0,49.25855,-123.13856,Breakfast & Brunch
,Breka Bakery & Café,,,,,,49.245535,-123.120496,0,22,1417.0,3.9,55.0,49.24383730986246,-123.10114614665508,Bakeries
,Burgoo Bistros,,,,,,49.245535,-123.120496,0,22,1964.0,3.9,526.0,49.25765498958033,-123.100815,Comfort Food
,Café Gloucester,,,,,,49.245535,-123.120496,0,22,1187.0,3.4,158.0,49.25552,-123.11472,Hong Kong Style Cafe
,Cambie Vietnamese Restaurant,,,,,,49.245535,-123.120496,0,22,1464.0,3.8,86.0,49.24828,-123.1007,Vietnamese
549.0,Canada Safeway Ltd,,,49.248444,-123.126618,Bakery,49.245535,-123.120496,0,22,,,,,,
486.0,Chai Ghai,0.237254978169899,,49.24988,-123.119686,Tea Room,49.245535,-123.120496,0,22,,,,,,
,Chaise Lounge Restaurant,,,,,,49.245535,-123.120496,0,22,1416.0,3.3,159.0,49.2450701,-123.1010896,Lounges
,Chickpea,,,,,,49.245535,-123.120496,0,22,1424.0,3.5,287.0,49.2466008452725,-123.100948166987,Vegan
,City 1 Cafe,,,,,,49.245535,-123.120496,0,22,482.0,3.3,101.0,49.248391,-123.125497,Malaysian
570.0,City One Cafe,,,49.249021,-123.126262,Café,49.245535,-123.120496,0,22,,,,,,
495.0,City1Cafe,0.9463640250301216,6.2,49.248516,-123.12557,Malay Restaurant,49.245535,-123.120496,0,22,,,,,,
630.0,Corner 23,0.9220723696995607,5.8,49.249951,-123.11507,Taiwanese Restaurant,49.245535,-123.120496,0,22,,,,,,
,District Eleven,,,,,,49.245535,-123.120496,0,22,1435.0,4.2,44.0,49.2489934,-123.1012049,Vietnamese
421.0,Downtown Vancouver,0.2742948942179382,,49.249324,-123.120125,Property Management Office,49.245535,-123.120496,0,22,,,,,,
658.0,Dragon Ball Tea House,0.9572466866182128,7.9,49.24949,-123.127924,Tea Room,49.245535,-123.120496,0,22,,,,,,
,East is East,,,,,,49.245535,-123.120496,0,22,1381.0,3.9,528.0,49.2452136,-123.1014916,Middle Eastern
,El Camino's,,,,,,49.245535,-123.120496,0,22,1850.0,3.4,220.0,49.2561154,-123.1010503,Latin American
629.0,English Name,0.0402658478759376,,49.249951,-123.11507,Tea Room,49.245535,-123.120496,0,22,,,,,,
390.0,Extreme Pita,0.924352546413256,,49.243891,-123.125257,Restaurant,49.245535,-123.120496,0,22,,,,,,
,Good Thief,,,,,,49.245535,-123.120496,0,22,1783.0,4.3,18.0,49.25534,-123.10106,Vietnamese
,Hachibei Japanese Restaurant,,,,,,49.245535,-123.120496,0,22,1265.0,3.8,84.0,49.256899,-123.1215336,Japanese
,Hawkers Delight Deli,,,,,,49.245535,-123.120496,0,22,1430.0,3.9,370.0,49.248375,-123.101287,Delis
971.0,Hillcrest Lounge + Pub,0.3956365709251558,,49.244391,-123.107217,Sports Bar,49.245535,-123.120496,0,22,,,,,,
,Indian Roti Kitchen,,,,,,49.245535,-123.120496,0,22,1550.0,4.5,167.0,49.25901,-123.11538,Indian
,Johnny’s On Oak,,,,,,49.245535,-123.120496,0,22,818.0,4.3,21.0,49.25143,-123.12723,Italian
,Joon's Kitchen,,,,,,49.245535,-123.120496,0,22,1483.0,4.0,70.0,49.25814006151812,-123.1271603431787,Korean
538.0,Jugo Juice,0.2514153937839273,,49.249209,-123.115655,Juice Bar,49.245535,-123.120496,0,22,,,,,,
592.0,Landmark Hotpot House,0.9836760076178632,7.6,49.249755,-123.115621,Diner,49.245535,-123.120496,0,22,600.0,3.9,127.0,49.2498660758194,-123.11556053834,Chinese
542.0,Libations Shaughnessy,,,49.249356,-123.125155,Winery,49.245535,-123.120496,0,22,,,,,,
498.0,Libations Wine & Beer,0.8927150945107337,,49.248444,-123.125726,Winery,49.245535,-123.120496,0,22,,,,,,
629.0,LuvCravings,0.8738518144247088,6.0,49.249951,-123.11507,Dessert Shop,49.245535,-123.120496,0,22,,,,,,
479.0,Mandarin Hong Kong Cafe,0.987523805822224,,49.248583,-123.12517,Café,49.245535,-123.120496,0,22,488.0,3.3,59.0,49.24863584054912,-123.12525091003072,Asian Fusion
,MeeT on Main,,,,,,49.245535,-123.120496,0,22,1433.0,4.1,510.0,49.2467145032391,-123.100830778711,Comfort Food
621.0,Mobile Viennoiserie,0.2573360799098294,,49.24221,-123.1136,Dining and Drinking,49.245535,-123.120496,0,22,,,,,,
510.0,Osaka Sushi,0.954707398914325,6.2,49.248485,-123.125892,Sushi Restaurant,49.245535,-123.120496,0,22,,,,,,
825.0,Pallet Coffee Roasters,0.9503413787295788,,49.251493,-123.127284,Coffee Shop,49.245535,-123.120496,0,22,,,,,,
,Passion8 Dessert Cafe,,,,,,49.245535,-123.120496,0,22,1489.0,4.1,219.0,49.258435242883,-123.11499774456,Desserts
,Pho Xe Lua 24,,,,,,49.245535,-123.120496,0,22,1169.0,3.8,119.0,49.2554137,-123.1149178,Vietnamese
,Potluck Hawker Eatery,,,,,,49.245535,-123.120496,0,22,1085.0,3.5,101.0,49.254602,-123.1149019,Indonesian
,Published On Main,,,,,,49.245535,-123.120496,0,22,1621.0,4.3,167.0,49.25283186017385,-123.10116032897228,Tapas/Small Plates
,Rocky Mountain Flatbread,,,,,,49.245535,-123.120496,0,22,1450.0,4.2,256.0,49.2478,-123.10074,Gluten-Free
809.0,Sabra Kosher Bakery & Restaurant Ltd,0.947193180198738,,49.251359,-123.127191,Bakery,49.245535,-123.120496,0,22,,,,,,
,Sawasdee Thai Restaurant,,,,,,49.245535,-123.120496,0,22,1435.0,4.0,359.0,49.24703,-123.1008,Thai
,Seasons In the Park,,,,,,49.245535,-123.120496,0,22,720.0,4.0,575.0,49.2416705486198,-123.112535476685,Seafood
726.0,Seasons in the Park,0.9900371824270926,8.9,49.241967,-123.111957,Seafood Restaurant,49.245535,-123.120496,0,22,,,,,,
502.0,Second Cup Coffee Co,0.9664969489680904,6.1,49.245427,-123.127415,Café,49.245535,-123.120496,0,22,,,,,,
809.0,Simon's Pizzeria,0.3886276186404446,,49.251359,-123.127191,Bakery,49.245535,-123.120496,0,22,,,,,,
595.0,Simple Love Coffee Home,0.9869537616438,,49.240506,-123.117671,Coffee Shop,49.245535,-123.120496,0,22,,,,,,
326.0,Starbucks,0.8830891212250768,,49.245205,-123.124963,Coffee Shop,49.245535,-123.120496,0,22,,,,,,
,Sula- Main Street,,,,,,49.245535,-123.120496,0,22,1456.0,4.4,169.0,49.24797017503239,-123.10079066069838,Indian
,Sun Sui Wah Seafood Restaurant,,,,,,49.245535,-123.120496,0,22,1529.0,3.6,616.0,49.25053,-123.1006,Seafood
,Sushi 7,,,,,,49.245535,-123.120496,0,22,1037.0,3.9,67.0,49.2541464081428,-123.115023834667,Sushi Bars
,Sushi Hil,,,,,,49.245535,-123.120496,0,22,1783.0,4.6,43.0,49.2554661,-123.1011451,Japanese
,Sushi Mania,,,,,,49.245535,-123.120496,0,22,1508.0,3.8,169.0,49.2505379542326,-123.101179728836,Japanese
,Suyo Modern Peruvian,,,,,,49.245535,-123.120496,0,22,1697.0,4.5,51.0,49.2540292,-123.1010659958052,Peruvian
,The Acorn,,,,,,49.245535,-123.120496,0,22,1465.0,3.9,500.0,49.24958,-123.10143,Vegan
,The Fish Counter,,,,,,49.245535,-123.120496,0,22,1512.0,4.4,384.0,49.250774041930285,-123.1012792,Fish & Chips
,The General Public,,,,,,49.245535,-123.120496,0,22,1794.0,3.4,185.0,49.2558434896122,-123.101475865737,Sushi Bars
,The Locus,,,,,,49.245535,-123.120496,0,22,1424.0,3.9,274.0,49.2485,-123.10147,Lounges
,The Shameful Tiki Room,,,,,,49.245535,-123.120496,0,22,1419.0,4.3,436.0,49.2459581832992,-123.100953526306,Tiki Bars
540.0,Tim Hortons,0.9946234469535026,6.0,49.249287,-123.115743,"Cafe, Coffee, and Tea House",49.245535,-123.120496,0,22,,,,,,
624.0,Tonton Sushi,0.9825229637115058,,49.249894,-123.115065,Sushi Restaurant,49.245535,-123.120496,0,22,622.0,4.0,83.0,49.2497178,-123.115173,Japanese
,Toshi Sushi,,,,,,49.245535,-123.120496,0,22,1832.0,4.3,467.0,49.256699,-123.101936,Sushi Bars
,Trafiq Cafe & Bakery,,,,,,49.245535,-123.120496,0,22,1423.0,4.4,336.0,49.2474862,-123.1011218,Cafes
,Viet House,,,,,,49.245535,-123.120496,0,22,1086.0,3.8,78.0,49.2546156379752,-123.114992380142,Vietnamese
,Vij's Restaurant,,,,,,49.245535,-123.120496,0,22,1400.0,4.0,455.0,49.25754,-123.11479,Indian
,Xing Fu Tang Canada,,,,,,49.245535,-123.120496,0,22,1079.0,3.6,152.0,49.254554,-123.1149538,Bubble Tea
613.0,Yifang Taiwan Fruit Tea,0.7229714848355293,,49.249801,-123.115138,Bubble Tea Shop,49.245535,-123.120496,0,22,,,,,,
,Yugo Restaurant,,,,,,49.245535,-123.120496,0,22,1407.0,4.1,134.0,49.24753,-123.10152,Japanese
,Zakkushi Dining On Main,,,,,,49.245535,-123.120496,0,22,1432.0,3.8,248.0,49.249124,-123.101552,Japanese
556.0,7-inch Waffle House,0.8866518973402256,,49.25092,-123.12164,Fast Food Restaurant,49.246243,-123.124373,4,14,,,,,,
,Alley 16,,,,,,49.246243,-123.124373,4,14,1387.0,4.4,10.0,49.257017,-123.11474,Barbeque
,Ash Street Bistro,,,,,,49.246243,-123.124373,4,14,1435.0,4.2,13.0,49.2337381,-123.1182868,Bistros
232.0,BC Women's Cafeteria,0.9479964242683352,,49.244154,-123.124306,Cafeteria,49.246243,-123.124373,4,14,,,,,,
199.0,Bean Around the World,0.1326648269786363,,49.245833,-123.127044,Café,49.246243,-123.124373,4,14,,,,,,
,Bin 4 Burger Lounge,,,,,,49.246243,-123.124373,4,14,1756.0,3.7,129.0,49.25902,-123.13833,Burgers
,Bonjour Banh Mi,,,,,,49.246243,-123.124373,4,14,1409.0,4.7,34.0,49.2348674,-123.1158155,Vietnamese
,Breakfast Table,,,,,,49.246243,-123.124373,4,14,1712.0,4.3,281.0,49.25855,-123.13856,Breakfast & Brunch
,Caffe Barney,,,,,,49.246243,-123.124373,4,14,1797.0,3.2,160.0,49.25918,-123.13915,Bars
,Café Gloucester,,,,,,49.246243,-123.124373,4,14,1247.0,3.4,158.0,49.25552,-123.11472,Hong Kong Style Cafe
,Camion Cafe,,,,,,49.246243,-123.124373,4,14,3072.0,4.8,9.0,49.26253,-123.08995,Food Trucks
293.0,Canada Safeway Ltd,,,49.248444,-123.126618,Bakery,49.246243,-123.124373,4,14,,,,,,
528.0,Chai Ghai,0.237254978169899,,49.24988,-123.119686,Tea Room,49.246243,-123.124373,4,14,,,,,,
,City 1 Cafe,,,,,,49.246243,-123.124373,4,14,252.0,3.3,101.0,49.248391,-123.125497,Malaysian
337.0,City One Cafe,,,49.249021,-123.126262,Café,49.246243,-123.124373,4,14,,,,,,
267.0,City1Cafe,0.9463640250301216,6.2,49.248516,-123.12557,Malay Restaurant,49.246243,-123.124373,4,14,,,,,,
787.0,Corner 23,0.9220723696995607,5.8,49.249951,-123.11507,Taiwanese Restaurant,49.246243,-123.124373,4,14,,,,,,
,De Dutch,,,,,,49.246243,-123.124373,4,14,1242.0,3.4,49.0,49.2572523,-123.1271051,Breakfast & Brunch
,Dong Tai Xiang Shanghai Dim Sum,,,,,,49.246243,-123.124373,4,14,1319.0,3.1,56.0,49.2561684,-123.1148886,Dim Sum
460.0,Downtown Vancouver,0.2742948942179382,,49.249324,-123.120125,Property Management Office,49.246243,-123.124373,4,14,,,,,,
401.0,Dragon Ball Tea House,0.9572466866182128,7.9,49.24949,-123.127924,Tea Room,49.246243,-123.124373,4,14,,,,,,
,Dutch Wooden Shoe Cafe,,,,,,49.246243,-123.124373,4,14,1285.0,3.8,109.0,49.2560017,-123.114899418709,Modern European
790.0,English Name,0.0402658478759376,,49.249951,-123.11507,Tea Room,49.246243,-123.124373,4,14,,,,,,
269.0,Extreme Pita,0.924352546413256,,49.243891,-123.125257,Restaurant,49.246243,-123.124373,4,14,,,,,,
,Feast & Fallow,,,,,,49.246243,-123.124373,4,14,1636.0,4.2,15.0,49.233715,-123.112521,Cafes
,Garden Cafe at VanDusen Garden,,,,,,49.246243,-123.124373,4,14,856.0,3.0,51.0,49.2383826,-123.1281484,Cafes
,Hachibei Japanese Restaurant,,,,,,49.246243,-123.124373,4,14,1201.0,3.8,84.0,49.256899,-123.1215336,Japanese
,Indian Roti Kitchen,,,,,,49.246243,-123.124373,4,14,1571.0,4.5,167.0,49.25901,-123.11538,Indian
,Johnny’s On Oak,,,,,,49.246243,-123.124373,4,14,612.0,4.3,21.0,49.25143,-123.12723,Italian
,Joon's Kitchen,,,,,,49.246243,-123.124373,4,14,1338.0,4.0,70.0,49.25814006151812,-123.1271603431787,Korean
713.0,Jugo Juice,0.2514153937839273,,49.249209,-123.115655,Juice Bar,49.246243,-123.124373,4,14,,,,,,
,June On Cambie,,,,,,49.246243,-123.124373,4,14,1249.0,5.0,6.0,49.25581853140249,-123.1153666361319,Desserts
993.0,Junktown,0.3157008304507235,,49.254545,-123.119273,Bar,49.246243,-123.124373,4,14,,,,,,
263.0,Kim Express,0.9376967624081776,,49.248444,-123.125726,Vietnamese Restaurant,49.246243,-123.124373,4,14,349.0,3.4,30.0,49.2489891,-123.1261215,Vietnamese
752.0,Landmark Hotpot House,0.9836760076178632,7.6,49.249755,-123.115621,Diner,49.246243,-123.124373,4,14,756.0,3.9,127.0,49.2498660758194,-123.11556053834,Chinese
,Las Tortas,,,,,,49.246243,-123.124373,4,14,1221.0,3.7,111.0,49.2554,-123.11561,Mexican
350.0,Libations Shaughnessy,,,49.249356,-123.125155,Winery,49.246243,-123.124373,4,14,,,,,,
263.0,Libations Wine & Beer,0.8927150945107337,,49.248444,-123.125726,Winery,49.246243,-123.124373,4,14,,,,,,
790.0,LuvCravings,0.8738518144247088,6.0,49.249951,-123.11507,Dessert Shop,49.246243,-123.124373,4,14,,,,,,
266.0,Mandarin Hong Kong Cafe,0.987523805822224,,49.248583,-123.12517,Café,49.246243,-123.124373,4,14,274.0,3.3,59.0,49.24863584054912,-123.12525091003072,Asian Fusion
,Miso Taco,,,,,,49.246243,-123.124373,4,14,1134.0,3.8,17.0,49.254361351864006,-123.1149068,Asian Fusion
900.0,Mobile Viennoiserie,0.2573360799098294,,49.24221,-123.1136,Dining and Drinking,49.246243,-123.124373,4,14,,,,,,
,Monsoon Indian Restaurant,,,,,,49.246243,-123.124373,4,14,1127.0,4.1,24.0,49.25426,-123.11477,Indian
,Old Xian’s Food,,,,,,49.246243,-123.124373,4,14,794.0,4.3,4.0,49.249999865932615,-123.1150668119336,Chinese
272.0,Osaka Sushi,0.954707398914325,6.2,49.248485,-123.125892,Sushi Restaurant,49.246243,-123.124373,4,14,275.0,3.4,60.0,49.248529409778,-123.125809548424,Japanese
,Osteria Elio Volpe,,,,,,49.246243,-123.124373,4,14,1238.0,3.8,36.0,49.25585356808485,-123.11575714498758,Italian
620.0,Pallet Coffee Roasters,0.9503413787295788,,49.251493,-123.127284,Coffee Shop,49.246243,-123.124373,4,14,,,,,,
,Passion8 Dessert Cafe,,,,,,49.246243,-123.124373,4,14,1517.0,4.1,219.0,49.258435242883,-123.11499774456,Desserts
,Pho Xe Lua 24,,,,,,49.246243,-123.124373,4,14,1227.0,3.8,119.0,49.2554137,-123.1149178,Vietnamese
,Potluck Hawker Eatery,,,,,,49.246243,-123.124373,4,14,1154.0,3.5,101.0,49.254602,-123.1149019,Indonesian
,Ramson’s Pizzeria And Bar,,,,,,49.246243,-123.124373,4,14,1214.0,4.7,7.0,49.25699119385799,-123.12143680665449,Bars
,Rayhan,,,,,,49.246243,-123.124373,4,14,1255.0,3.8,23.0,49.2572592,-123.1271051,Mediterranean
604.0,Sabra Kosher Bakery & Restaurant Ltd,0.947193180198738,,49.251359,-123.127191,Bakery,49.246243,-123.124373,4,14,,,,,,
,Safeway,,,,,,49.246243,-123.124373,4,14,292.0,2.8,27.0,49.2484456,-123.126561,Delis
,Seasons In the Park,,,,,,49.246243,-123.124373,4,14,998.0,4.0,575.0,49.2416705486198,-123.112535476685,Seafood
,Second Cup,,,,,,49.246243,-123.124373,4,14,127.0,3.0,9.0,49.2450981314324,-123.12436663912466,Cafes
238.0,Second Cup Coffee Co,0.9664969489680904,6.1,49.245427,-123.127415,Café,49.246243,-123.124373,4,14,,,,,,
928.0,Shaughnessy Restaurant,0.9901149157241504,7.7,49.238654,-123.129837,Restaurant,49.246243,-123.124373,4,14,919.0,2.8,125.0,49.2386894943567,-123.129515433868,Canadian (New)
,Shiro,,,,,,49.246243,-123.124373,4,14,1484.0,4.1,257.0,49.25796735722776,-123.11460624110458,Japanese
604.0,Simon's Pizzeria,0.3886276186404446,,49.251359,-123.127191,Bakery,49.246243,-123.124373,4,14,,,,,,
801.0,Simple Love Coffee Home,0.9869537616438,,49.240506,-123.117671,Coffee Shop,49.246243,-123.124373,4,14,,,,,,
123.0,Starbucks,0.8830891212250768,,49.245205,-123.124963,Coffee Shop,49.246243,-123.124373,4,14,,,,,,
563.0,Subway,0.9069661989713294,6.0,49.250999,-123.127079,Deli,49.246243,-123.124373,4,14,,,,,,
610.0,Sun Garden Chinese Restaurant,0.8548848899426069,,49.251416,-123.127196,Diner,49.246243,-123.124373,4,14,621.0,2.6,54.0,49.2514974,-123.1272715,Chinese
,Sushi 7,,,,,,49.246243,-123.124373,4,14,1110.0,3.9,67.0,49.2541464081428,-123.115023834667,Sushi Bars
,Thai Away Home,,,,,,49.246243,-123.124373,4,14,1240.0,3.3,125.0,49.2556512,-123.1153209,Thai
,The Firewood Café,,,,,,49.246243,-123.124373,4,14,1530.0,3.9,129.0,49.2584924,-123.1148336,Pizza
,The Stable House Bistro,,,,,,49.246243,-123.124373,4,14,1890.0,4.1,113.0,49.2597322720703,-123.140207185371,French
279.0,Tim Hortons,0.8565172891808206,5.8,49.243752,-123.12492,"Cafe, Coffee, and Tea House",49.246243,-123.124373,4,14,,,,,,
787.0,Tonton Sushi,0.9825229637115058,,49.249894,-123.115065,Sushi Restaurant,49.246243,-123.124373,4,14,787.0,4.0,83.0,49.2497178,-123.115173,Japanese
,Tropika On Cambie,,,,,,49.246243,-123.124373,4,14,1552.0,2.9,182.0,49.2589,-123.11538,Malaysian
,Vanlimo Limousine Service,,,,,,49.246243,-123.124373,4,14,1032.0,4.2,35.0,49.2498533,-123.137471,Limos
,Viet House,,,,,,49.246243,-123.124373,4,14,1153.0,3.8,78.0,49.2546156379752,-123.114992380142,Vietnamese
,Vij's Restaurant,,,,,,49.246243,-123.124373,4,14,1438.0,4.0,455.0,49.25754,-123.11479,Indian
,Xing Fu Tang Canada,,,,,,49.246243,-123.124373,4,14,1149.0,3.6,152.0,49.254554,-123.1149538,Bubble Tea
777.0,Yifang Taiwan Fruit Tea,0.7229714848355293,,49.249801,-123.115138,Bubble Tea Shop,49.246243,-123.124373,4,14,,,,,,
